row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,26_Sample_RYTA006_1.mzML Peak height,19_Sample_RYMG001_2.mzML Peak height,38_Sample_ER001_2.mzML Peak height,43_Sample_ER001_3.mzML Peak height,30_Sample_RGB004_3.mzML Peak height,33_Sample_ATA001_1.mzML Peak height,31_Sample_FIED001_3.mzML Peak height,32_Sample_ATA001_3.mzML Peak height,22_Sample_ATA001_2.mzML Peak height,40_Sample_RYMG001_1.mzML Peak height,27_Sample_RIG005_3.mzML Peak height,28_Qc3_3.mzML Peak height,37_Sample_RIG005_1.mzML Peak height,4_Blanco.mzML Peak height,20_Sample_ER001_1.mzML Peak height,34_Qc1_2.mzML Peak height,42_Sample_RIG005_2.mzML Peak height,25_Sample_RYTA006_3.mzML Peak height,29_Sample_RGB004_1.mzML Peak height,35_Sample_RGY001_2.mzML Peak height,23_RIG003_2.mzML Peak height,16_Sample_RYMG001_3.mzML Peak height,11_Sample_FIED001_2.mzML Peak height,15_QC1_4.mzML Peak height,36_Sample_RGB004_2.mzML Peak height,18_Sample_FIED001_1.mzML Peak height,44_Qc2_5.mzML Peak height,21_Qc2_2.mzML Peak height,14_Sample_RYTA006_2.mzML Peak height,12_Sample_RGY001_3.mzML Peak height,45_Qc3_2.mzML Peak height,13_Sample_RIG003_3.mzML Peak height,8_Qc2_3.mzML Peak height,7_Qc1_5.mzML Peak height,17_Sample_RGY001_1.mzML Peak height,10_RIG003_1.mzML Peak height,41_Qc2_4.mzML Peak height,
726,108.0676282869335,7.861667,,,,,,,,,,,0,0,0,0,0,366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.0,1090.0,0,0,0,0,0,0,0,0,0,0,
727,43.98942733987812,7.886667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,0,199.0,0,0,0,0,0,0,0,234.0,0,0,0,0,0,0,
728,91.08595351389546,7.89,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
729,60.01960335940849,7.8975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,143.0,0,0,0,0,0,0,0,0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
730,39.997230844256954,7.925,,,,,,,,,,,0,0,0,0,0,1111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
731,43.994279391833786,7.9475,,,,,,,,,,,0,0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
732,57.0077429790886,7.95,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
733,43.0,7.954,,,,,,,,,,,0,178.0,0,0,0,233.0,0,194.0,0,0,225.0,0,0,0,0,0,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
734,63.007203564738944,7.955,,,,,,,,,,,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
735,74.01551395391772,7.9549994,,,,,,,,,,,0,0,0,0,146.0,0,0,0,0,0,177.0,0,236.0,0,0,0,239.0,0,0,148.0,0,0,0,0,156.0,0,0,0,0,154.0,0,0,0,0,0,0,151.0,
736,79.06125395612217,7.956668,,,,,,,,,,,218.0,1570.0,0,428.0,2562.0,628.0,1734.0,695.0,586.0,1492.0,5894.0,0,0,0,0,1900.0,6994.0,249.0,2887.0,4305.0,494.0,1580.0,1298.0,1668.0,2775.0,753.0,0,0,0,3991.0,2278.0,663.0,0,1734.0,4156.0,449.0,0,
737,51.013763442005796,7.959615,,,,,,,,,,,0,332.0,0,0,616.0,0,369.0,0,0,321.0,1221.0,0,1362.0,0,0,0,1438.0,0,0,843.0,0,412.0,322.0,0,0,383.0,0,0,0,906.0,0,0,0,0,880.0,0,0,
738,64.99999999999999,7.96,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
739,105.0945947490416,7.9637494,,,,,,,,,,,0,0,0,0,190.0,0,158.0,0,0,0,396.0,0,418.0,0,0,0,394.0,0,225.0,260.0,0,0,0,0,188.0,148.0,204.0,156.0,0,0,0,0,0,153.0,0,0,0,
740,108.0897322602782,7.964376,,,,,,,,,,,0,1257.0,0,0,2225.0,500.0,1386.0,620.0,523.0,1217.0,5164.0,0,0,0,0,1673.0,5854.0,0,2418.0,0,0,1324.0,1201.0,1442.0,2090.0,1222.0,1935.0,1423.0,0,0,1697.0,601.0,1484.0,1458.0,3194.0,0,1881.0,
741,89.07879874228853,7.9649997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
742,281.04523602999177,7.9649997,,,,,,,,,,,0,0,801.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
743,77.04405579648498,7.966725,,,,,,,,,,,0,940.0,242.0,310.0,1431.0,348.0,1050.0,430.0,391.0,906.0,3377.0,1395.0,0,0,0,1088.0,3876.0,0,1643.0,2302.0,354.0,878.0,806.0,1003.0,1535.0,893.0,1287.0,1078.0,0,2303.0,1178.0,474.0,0,1091.0,2285.0,0,1268.0,
744,53.011918579836504,7.9673524,,,,,,,,,,,0,143.0,0,0,0,0,0,0,0,146.0,490.0,210.0,508.0,0,0,0,566.0,0,257.0,378.0,0,170.0,0,0,274.0,0,185.0,146.0,0,313.0,177.0,0,0,151.0,350.0,0,212.0,
745,133.00581983262742,7.9700003,,,,,,,,,,,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
746,44.99706451140818,7.9787498,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.0,0,0,0,0,0,194.0,0,178.0,0,0,0,0,0,0,239.0,0,0,
747,79.05017992744251,7.9837503,,,,,,,,,,,0,0,429.0,0,0,0,0,0,0,0,0,2464.0,0,0,198.0,0,0,0,0,0,0,0,0,0,0,1549.0,2142.0,1858.0,290.0,0,0,0,0,0,0,0,2100.0,
748,55.01943741844796,7.9900002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140.0,151.0,0,0,0,0,0,151.0,0,353.0,0,0,0,0,0,0,0,0,0,0,302.0,0,0,0,276.0,0,
749,57.0,7.9966664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,0,145.0,0,0,0,0,0,0,0,0,257.0,0,0,0,0,0,
750,111.08914671602084,7.9983335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,0,0,0,191.0,0,0,0,156.0,0,
751,83.01312542293313,8.001667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.0,0,0,0,0,0,0,0,0,0,0,271.0,0,0,0,257.0,0,
752,101.07968610375892,8.002501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.0,0,0,0,0,0,0,0,0,0,0,617.0,0,0,172.0,578.0,0,
753,39.98073132552041,8.005714,,,,,,,,,,,0,0,1057.0,1119.0,1146.0,0,0,0,0,0,0,1145.0,0,0,1039.0,1089.0,0,0,1092.0,0,1026.0,0,0,1050.0,1057.0,0,0,1121.0,0,0,0,1063.0,929.0,959.0,0,0,0,
754,42.9992225343288,8.015278,,,,,,,,,,,0,222.0,218.0,0,0,0,238.0,0,0,247.0,0,271.0,263.0,0,0,265.0,0,222.0,0,0,273.0,206.0,0,252.0,0,212.0,260.0,0,198.0,305.0,0,334.0,0,201.0,0,0,310.0,
755,74.01007692967737,8.029643,,,,,,,,,,,0,0,0,0,182.0,218.0,0,201.0,182.0,0,0,180.0,0,0,0,226.0,0,0,196.0,0,0,0,0,222.0,0,0,249.0,190.0,0,0,255.0,0,159.0,150.0,0,0,257.0,
756,75.00261320054324,8.03,,,,,,,,,,,0,0,0,0,0,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,148.0,0,0,0,
757,89.05431714532696,8.030435,,,,,,,,,,,0,0,778.0,729.0,650.0,1139.0,0,1186.0,1115.0,0,449.0,777.0,0,0,638.0,1074.0,485.0,0,763.0,0,774.0,0,0,1183.0,738.0,0,1316.0,1092.0,0,0,1010.0,604.0,777.0,905.0,0,600.0,1295.0,
758,63.00927784099114,8.030862,,,,,,,,,,,0,0,1010.0,985.0,964.0,1487.0,0,1509.0,1391.0,0,566.0,1089.0,572.0,0,843.0,1478.0,601.0,456.0,978.0,478.0,954.0,0,0,1546.0,993.0,0,1818.0,1369.0,495.0,425.0,1230.0,772.0,1086.0,1242.0,425.0,737.0,1574.0,
759,39.04011244045412,8.031,,,,,,,,,,,0,0,1426.0,1415.0,1326.0,2053.0,0,2220.0,2214.0,0,0,1450.0,0,0,1089.0,2190.0,0,0,1422.0,0,1297.0,0,0,2199.0,1356.0,0,2427.0,1994.0,0,0,1798.0,1313.0,1568.0,1873.0,0,0,2377.0,
760,51.01707517288828,8.03119,,,,,,,,,,,0,0,705.0,785.0,690.0,1092.0,0,1135.0,1059.0,0,0,855.0,0,0,618.0,1113.0,0,0,738.0,0,666.0,0,0,1068.0,757.0,0,1359.0,1039.0,0,0,975.0,666.0,742.0,911.0,0,604.0,1184.0,
761,120.09007452628153,8.031323,,,,,,,,,,,1127.0,0,2207.0,2175.0,2091.0,3210.0,166.0,3569.0,3239.0,161.0,1326.0,2479.0,1031.0,0,1783.0,3354.0,1234.0,1070.0,2266.0,953.0,2007.0,0,182.0,3436.0,1972.0,162.0,4185.0,2762.0,945.0,881.0,2884.0,1810.0,2230.0,2548.0,908.0,1642.0,3710.0,
762,65.0333188611666,8.032205,,,,,,,,,,,1521.0,150.0,3285.0,3208.0,2974.0,5202.0,263.0,5403.0,5126.0,178.0,1874.0,3485.0,1660.0,0,2763.0,5154.0,2181.0,1373.0,3183.0,1369.0,2811.0,174.0,0,5145.0,3187.0,0,5818.0,4348.0,1265.0,1297.0,4219.0,2886.0,3500.0,4045.0,1342.0,2556.0,5604.0,
763,91.08546187925991,8.032499,,,,,,,,,,,7386.0,585.0,15679.0,15431.0,13825.0,0,1084.0,24737.0,23126.0,692.0,8722.0,16138.0,7522.0,156.0,12783.0,23508.0,9178.0,6322.0,14441.0,6374.0,13169.0,622.0,959.0,23324.0,15351.0,972.0,28014.0,19999.0,6258.0,5708.0,19942.0,12610.0,15492.0,18071.0,6054.0,11542.0,25948.0,
764,73.0602257791675,8.035,,,,,,,,,,,0,0,1477.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
765,86.01945558599729,8.035,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0,
766,60.0,8.04,,,,,,,,,,,0,0,154.0,0,0,0,0,0,0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,143.0,0,0,0,
767,87.04497057816079,8.04,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,
768,122.0868798624171,8.054999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
769,39.98459886337899,8.05524,,,,,,,,,,,0,0,1102.0,1188.0,1101.0,1098.0,0,1106.0,1047.0,0,0,1174.0,0,0,990.0,1110.0,0,0,1142.0,0,1070.0,0,0,1027.0,1090.0,0,1198.0,1039.0,0,0,1166.0,1079.0,994.0,991.0,0,1068.0,1233.0,
770,45.00232047004853,8.064,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,0,0,0,0,0,0,0,0,252.0,0,0,0,0,0,0,0,183.0,0,196.0,0,242.0,
771,43.0,8.085,,,,,,,,,,,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
772,59.99252212441814,8.116251,,,,,,,,,,,0,0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,159.0,178.0,0,0,0,0,0,0,0,0,0,
773,39.98203738531615,8.12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.0,0,0,0,1186.0,0,0,0,0,0,0,
774,43.99806017190085,8.12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,225.0,0,0,0,0,0,228.0,0,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
775,79.0,8.12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.0,0,0,
776,108.09573079440793,8.135,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,174.0,0,0,0,0,0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,0,
777,45.0,8.145,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0,0,0,0,0,0,0,
778,42.999284020471684,8.156667,,,,,,,,,,,0,0,0,0,0,278.0,0,0,214.0,0,0,257.0,0,0,0,0,0,0,0,0,0,0,236.0,222.0,0,0,231.0,0,0,0,0,0,0,201.0,318.0,0,316.0,
779,77.0,8.18,,,,,,,,,,,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,
780,56.99469238868127,8.200001,,,,,,,,,,,0,0,0,0,0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,
781,44.0,8.23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
782,60.00000000000001,8.255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
783,44.99355971533076,8.27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,0,0,0,0,0,0,0,0,0,
784,69.01112217609032,8.27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
785,77.0,8.28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,
786,99.01769027396261,8.28,,,,,,,,,,,0,242.0,0,0,303.0,0,0,0,0,337.0,412.0,0,314.0,0,0,0,353.0,0,377.0,0,0,255.0,0,0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,
787,43.00653687485969,8.281428,,,,,,,,,,,0,0,0,0,465.0,0,0,0,0,0,470.0,0,424.0,0,0,0,452.0,0,486.0,0,0,0,0,0,513.0,0,0,0,202.0,0,0,0,0,0,0,0,0,
788,55.0,8.282499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,0,
789,92.99617589759123,8.3,,,,,,,,,,,177.0,0,146.0,0,0,207.0,0,254.0,231.0,0,0,0,0,0,0,0,0,180.0,0,0,0,0,0,0,0,0,0,0,178.0,0,0,0,0,0,0,0,0,
790,56.99999999999999,8.31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,
791,91.01310849888462,8.3125,,,,,,,,,,,0,178.0,0,0,167.0,250.0,0,0,0,0,0,0,0,0,174.0,0,0,0,0,0,0,0,0,0,153.0,0,0,0,193.0,0,0,0,0,0,0,0,0,
792,68.98852370832137,8.335,,,,,,,,,,,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,0,0,0,0,0,0,0,0,
793,45.0,8.337857,,,,,,,,,,,0,0,0,0,0,0,0,0,0,247.0,0,202.0,0,0,0,0,0,0,201.0,0,0,241.0,0,0,0,207.0,0,0,0,0,214.0,0,0,0,0,0,228.0,
794,103.09834532795648,8.34,,,,,,,,,,,0,0,0,0,0,0,0,0,0,194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
795,77.01571012332666,8.343124,,,,,,,,,,,0,0,0,0,0,142.0,0,0,0,0,0,425.0,0,0,0,405.0,0,0,0,583.0,230.0,0,0,438.0,0,0,528.0,460.0,0,539.0,481.0,234.0,447.0,417.0,622.0,172.0,490.0,
796,100.9950014806276,8.343333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.0,0,0,0,0,0,0,0,0,0,0,282.0,0,0,0,249.0,0,
797,105.0882376857954,8.34375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,0,0,0,0,161.0,0,0,0,0,0,182.0,0,0,0,0,0,0,156.0,
798,122.07700976883277,8.346561,,,,,,,,,,,0,759.0,0,0,0,0,431.0,0,0,705.0,0,204.0,0,0,0,145.0,0,0,0,198.0,0,775.0,0,223.0,0,0,188.0,193.0,0,244.0,186.0,0,142.0,210.0,276.0,0,209.0,
799,51.002428034043696,8.347307,,,,,,,,,,,0,708.0,0,0,0,0,0,0,0,655.0,0,199.0,0,0,0,169.0,0,0,0,218.0,0,0,0,196.0,0,0,206.0,194.0,0,252.0,0,0,209.0,169.0,233.0,0,230.0,
800,83.0,8.3475,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,
801,79.04578322355177,8.348401,,,,,,,,,,,0,3286.0,0,0,0,0,1704.0,0,0,2974.0,284.0,775.0,294.0,0,0,692.0,290.0,0,178.0,914.0,287.0,3131.0,1506.0,770.0,0,1575.0,902.0,711.0,0,929.0,831.0,314.0,740.0,762.0,1065.0,273.0,878.0,
802,107.05326808491309,8.3498,,,,,,,,,,,0,3281.0,0,0,0,0,1673.0,0,0,2998.0,292.0,764.0,220.0,0,0,606.0,284.0,0,0,855.0,246.0,3302.0,1548.0,735.0,156.0,1686.0,839.0,660.0,0,888.0,663.0,303.0,602.0,718.0,1028.0,238.0,802.0,
803,43.00120150192547,8.351333,,,,,,,,,,,238.0,974.0,206.0,206.0,0,0,673.0,0,0,985.0,0,404.0,0,0,0,0,0,0,0,0,250.0,1036.0,570.0,342.0,0,514.0,380.0,0,0,0,0,0,0,362.0,479.0,0,0,
804,54.9988783605146,8.353333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0,212.0,0,0,0,0,146.0,
805,63.040487741083666,8.355,,,,,,,,,,,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
806,85.09999847412111,8.355,,,,,,,,,,,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
807,91.09765969817768,8.36,,,,,,,,,,,0,0,0,0,0,0,0,0,0,175.0,0,0,0,0,0,0,0,0,0,0,0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
808,60.011621056533436,8.362499,,,,,,,,,,,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,0,0,
809,39.98679575027715,8.385,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
810,43.991213005368074,8.415,,,,,,,,,,,0,0,194.0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
811,53.00000000000001,8.415,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
812,67.0,8.4175,,,,,,,,,,,0,0,0,0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0,0,0,0,0,0,0,0,0,0,0,0,0,
813,39.97739512339035,8.443334,,,,,,,,,,,0,0,0,0,0,1111.0,0,1107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.0,0,0,0,0,
814,65.04262640754409,8.46,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
815,57.0,8.460001,,,,,,,,,,,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
816,77.05272382409724,8.464286,,,,,,,,,,,0,11281.0,0,0,0,0,2475.0,0,0,11228.0,0,0,0,0,0,0,0,0,0,0,0,10807.0,2152.0,0,393.0,2286.0,0,0,0,0,0,0,0,0,0,0,0,
817,51.02099110465428,8.465001,,,,,,,,,,,0,3381.0,0,0,0,0,836.0,0,0,3567.0,0,0,0,0,0,0,0,0,0,0,0,3419.0,719.0,0,172.0,775.0,0,0,0,0,0,0,0,0,0,0,0,
818,89.09793270610176,8.465,,,,,,,,,,,0,0,0,0,0,0,0,0,0,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
819,120.08575936020954,8.466875,,,,,,,,,,,0,3209.0,0,0,0,0,678.0,0,0,3218.0,290.0,567.0,278.0,0,0,473.0,330.0,0,0,463.0,262.0,3286.0,692.0,486.0,0,658.0,543.0,526.0,0,454.0,556.0,242.0,443.0,398.0,415.0,254.0,703.0,
820,105.0637534457955,8.468382,,,,,,,,,,,0,14683.0,140.0,154.0,412.0,220.0,3183.0,238.0,236.0,14922.0,1323.0,2252.0,1095.0,0,220.0,1880.0,1386.0,218.0,435.0,1922.0,1054.0,14163.0,2689.0,1940.0,497.0,2721.0,2466.0,2514.0,0,1644.0,2231.0,1033.0,2220.0,1853.0,2091.0,900.0,2948.0,
821,74.03042475670811,8.47,,,,,,,,,,,0,500.0,0,0,0,0,164.0,0,0,510.0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,166.0,0,0,0,0,0,143.0,
822,60.00623049680739,8.477046,,,,,,,,,,,164.0,0,183.0,0,303.0,220.0,190.0,0,145.0,204.0,161.0,284.0,241.0,0,0,0,182.0,182.0,0,273.0,0,0,0,0,370.0,0,212.0,210.0,153.0,212.0,247.0,175.0,182.0,186.0,0,0,0,
823,63.055385682744955,8.483749,,,,,,,,,,,0,0,0,0,0,146.0,0,0,0,402.0,172.0,0,0,0,0,0,182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
824,44.0,8.49,,,,,,,,,,,0,0,0,225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
825,73.0529032674733,8.490001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,0,0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,
826,82.05193936130132,8.490556,,,,,,,,,,,0,0,0,0,0,284.0,146.0,236.0,198.0,0,367.0,0,308.0,0,0,0,305.0,0,0,0,196.0,0,0,0,0,0,0,0,0,0,0,254.0,0,0,0,0,0,
827,70.019053720263,8.495,,,,,,,,,,,271.0,0,0,0,0,0,0,0,210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0,0,0,0,0,0,0,0,0,
828,56.01968907837629,8.501429,,,,,,,,,,,583.0,0,359.0,286.0,0,0,0,343.0,329.0,0,0,0,0,0,0,0,0,518.0,0,0,0,0,0,0,0,0,0,0,534.0,0,0,0,0,0,0,0,0,
829,69.02175990628028,8.505454,,,,,,,,,,,0,0,214.0,196.0,196.0,335.0,0,212.0,196.0,209.0,223.0,244.0,0,0,0,0,0,0,146.0,0,0,0,0,0,231.0,0,0,0,0,0,0,0,0,0,0,0,0,
830,93.09284172058106,8.509999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0,0,226.0,0,0,0,0,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
831,39.98157602118099,8.518571,,,,,,,,,,,0,988.0,1022.0,1231.0,0,0,0,0,0,1145.0,0,1169.0,0,0,1042.0,0,0,0,1138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
832,45.017540915333605,8.54,,,,,,,,,,,0,0,0,0,0,0,0,1007.0,0,0,1177.0,1228.0,0,0,0,1765.0,0,0,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
833,51.00570416619545,8.54,,,,,,,,,,,0,0,0,0,0,0,0,425.0,0,0,566.0,574.0,0,0,0,0,0,0,0,0,0,0,0,786.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
834,77.06112898115248,8.54,,,,,,,,,,,0,0,0,0,0,1355.0,0,1486.0,0,0,0,2190.0,0,0,0,3054.0,0,0,0,0,0,0,0,3347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
835,79.08605378885682,8.54,,,,,,,,,,,0,0,0,0,0,4417.0,0,5028.0,0,0,6369.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
836,91.09159300194973,8.54,,,,,,,,,,,0,0,0,0,0,2114.0,0,2623.0,0,0,3145.0,3164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9335.0,0,0,0,0,0,
837,119.10596034597015,8.54,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,442.0,0,0,0,0,546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
